Supplier Name,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
"""Votek Rus",'VO TPE,78.37037037037038,VEB.RF,73.33333333333334,Donetsk Republic,67.12962962962963,Otkritie,64.81481481481481,Bank of Russia,64.28571428571428
"""Khinkali dancevali",Bank Otkritie Financial,65.26340004600874,Industrial Savings Bank,61.83574879227053,Mir Luganschine,58.88888888888889,Azovsky likerovodochny zavod,58.730158730158735,Luhansk Economic Union,58.24915824915825
"""UF"" Dogma",Free Donbas,69.31818181818183,Free Donbass,68.05555555555557,Mir Luganschine,58.611111111111114,'Institute Giprostroymost - Saint-Petersburg,57.65582655826559,"'Foreign Economic Association' ""Technopromexport",57.22222222222223
"""Avtopassazha Premium",Stroygazmontazh Corporation (SGM Group,60.735735735735744,Zaliv Shipyard,60.47619047619048,Z Interavtomatika (IA,59.44444444444444,TPE,58.88888888888889,VTB,58.88888888888889
"""KPMG",Black Sea Bank Development and Reconstruction,60.55555555555555,Black Sea Bank of Development and Reconstruction,60.416666666666664,State Enterprise 'Magarach' of the National Institute of Wine,60.02824858757062,Sovkombank,56.666666666666664,Promsvyazbank,55.128205128205124
"""SEVEN",Sberbank,65.83333333333333,'Federativnoye Gosudarstvo Novorossiya,64.5045045045045,Vneshekonombank,64.44444444444444,State enterprise 'Universal-Avia,64.30107526881721,Black Sea Bank Development and Reconstruction,63.70370370370371
"""INERVORKINGS RUS",'Interavtomatika,63.61111111111111,Z Interavtomatika (IA,63.37962962962963,Industrialny Sberegatelny Bank,63.33333333333333,Bank of Russia,62.40079365079364,Sberbank of Russia,61.468855218855225
"""Primula",Mir Luganschine,64.12698412698413,Promsvyazbank,62.637362637362635,Prizrak Brigade,61.269841269841265,RDIF,59.523809523809526,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",59.226190476190474
"ANO DPO ""Institute of Rasp",Feodosia Enterprise of oil,65.5954415954416,Gas Industry Insurance Company SOGAZ,63.9785575048733,'Federal State of Novorossiya,63.94708994708995,Fedosia Oil Products Supply,63.262164124909226,Vostok Battalion,63.222222222222214
Kozlova Tamara Alekseevna,Donetskaya Narodnaya Respublika,65.06168647425015,Zarya Battalion,63.35353535353535,"O ""VO TPE",62.3095238095238,Almaz-Antey Defense,62.275689223057654,Z Interavtomatika (IA,62.07692307692307
Tsina Svetlana Nikolaevna,Russian National Commercial Bank,72.09722222222221,Z Interavtomatika (IA,67.22222222222221,Industrialny Sberegatelny Bank,67.22222222222221,State enterprise 'Universal-Avia,66.81607243916244,Kalmius Battalion,65.90045248868778
"""ECOLEGES",People's Union,66.07142857142857,Peace To Luhansk Region,61.47342995169082,Federal State Budgetary Enterprise 'Production-Agrarian Union 'Massandra' of the Administration of the President of the Russian Federation,60.30864197530864,'Federal State of Novorossiya,59.92063492063492,Federal State Budget Institution for Science and Research 'All-Russia National Scientific Research Institute for Wine Growing and Wine Making 'MAGARACH' Russian Academy of Sciences,59.83992467043314
Efremov Valery Valerievich,Internet Research Agency,62.28632478632478,ORIENTAL REVIEW,59.75912975912975,State enterprise 'Universal-Avia,59.68228482459982,First Crimean Insurance,59.66714444975314,'Federativnoye Gosudarstvo Novorossiya,59.66350966350967
"""Laboratory Automation Biz",Zarya Battalion,68.82539682539682,Sparta Battalion,67.49358974358974,Oplot Battalion,66.73504273504274,Prizrak Battalion 'Ghost' Battalion,65.20202020202021,Prizrak Battalion 'Ghost' Brigade,65.06168647425015
"""Tuba",VTB,72.22222222222221,VTB Bank,70.83333333333334,Smert Battalion,65.0,Oplot Battalion,65.0,VTB Bank (Public,65.0
"""SAZYA",Stroygazmontazh-Most (SGM-MOST,65.74712643678161,Resort 'Nizhnyaya Oreanda,65.55555555555556,Stroygazmontazh Corporation (SGM Group,64.5045045045045,Donetskaya Narodnaya Respublika,64.30107526881721,Russia Bank,62.424242424242415
"""Garazhtuls Center",Peace To Luhansk Region,64.84359630139681,Mir Luganschine,64.19489007724302,Army of the Southeast,62.14752567693744,Concern Almaz-Antey,62.07899427713669,Army of the South-East,61.426024955436716
"""Alma",Almaz-Antey,87.27272727272728,Almaz-Antey Defense,84.21052631578947,Kalmius Battalion,74.50980392156863,Concern Almaz-Antey,73.68421052631578,Somali Battalion,66.66666666666666
"""Company"" AUTO PLUS NOR",Peace To Luhansk Region,65.25189786059352,Fedosia Oil Products Supply,64.55026455026454,Cossack National Guard,63.4088134088134,Somali Battalion,62.66534391534392,Stroygazmontazh Corporation (SGM Group,61.9072854366972
"""ASTO",'Federal State of Novorossiya,71.42857142857143,"Federal State Budgetary Enterprise 'Sanatorium ""Nizhnyaya Oreanda""' of the Administration of the President of the Russian Federation",67.70833333333334,Federal State Budgetary Enterprise 'Production-Agrarian Union 'Massandra' of the Administration of the President of the Russian Federation,67.65432098765433,Federal State Budget Institution for Science and Research 'All-Russia National Scientific Research Institute for Wine Growing and Wine Making 'MAGARACH' Russian Academy of Sciences,67.41996233521658,Cossack National Guard,64.39393939393939
Kuznetsova Alevtina Ivanovna,Z Interavtomatika (IA,67.30158730158729,Russian National Commercial Bank,64.64285714285715,Luhansk Economic Union,64.12337662337663,Resort 'Nizhnyaya Oreanda,63.457049486461244,Zarya Battalion,63.17460317460317
"""Guard",UAC,68.88888888888887,Bulwark,67.6190476190476,'Luganskaya Narodnaya Respublika' (LNR,64.76190476190476,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,61.851851851851855,Gosudarstvenoye predpriyatiye Agrofirma 'Magarach' nacionalnogo instituta vinograda i vina 'Magarach,61.718213058419245
"""HIMTRADE",Integral,66.66666666666666,Mostotrest,63.33333333333333,'Mostotrest,63.33333333333333,Battalion Gvardeysky,62.77777777777778,Z Interavtomatika (IA,62.77777777777778
"""FlexFit Rus",Fedosia Oil Products Supply,64.30976430976432,VEB.RF,59.34343434343434,Mir Luganschine,59.292929292929294,ORIENTAL REVIEW,59.292929292929294,Z Interautomatica,57.72430184194891
"ANO ""SINEA",Bank Rossiya,73.94179894179894,Luhansk Economic Union,66.75084175084174,Bank Otkritie Financial,66.22383252818035,VAD Aktsionernoe Obshchestvo VAD,64.93055555555554,Bank of Russia,64.28571428571428
"""Sparkling Spring",' 'Sparkling Wine Plant Novy Svet,83.37820512820512,Sberbank (Public Sberbank,66.66666666666666,Mir Luganschine,66.38888888888889,IS Bank,63.29365079365079,Somali Battalion,62.5
"""New Technologies",Peace To Luhansk Region,68.50414078674947,NEW EASTERN OUTLK,63.774509803921575,Aktsionernoe Obshchestvo Genbank,62.797619047619044,Luganskiy Ekonomicheskiy Soyuz,62.04059829059829,VAD Aktsionernoe Obshchestvo VAD,61.13782051282052
UFK for MO (Administration of Leninsky,Feodosia Enterprise of oil,69.23706923706924,' 'Sparkling Wine Plant Novy Svet,65.47638547638547,Black Sea Bank for Development and Reconstruction,65.39424716764618,Movement Novorossiya of Ignor Strelkov,65.29248546792407,Russian National Commercial Bank,64.96890912651781
INTERIROBEST,Integral,68.05555555555557,Industrialny Sberegatelny Bank,67.02020202020202,"""United Aircraft",65.0,United Aircraft,65.0,Z Interavtomatika (IA,64.72222222222223
"""Balashikhinsky Vodokanal",Bank Rossiya,67.04545454545455,Battalion Gvardeysky,64.2063492063492,Kalmius Battalion,64.05857214680744,Zaliv Shipyard,62.68037518037518,Bank Otkritie Financial,62.53716090672613
Gavrilov,UralVagonZavod,69.64285714285715,ORIENTAL REVIEW,66.11111111111111,Azovsky likerovodochny zavod,61.30952380952381,'Federativnoye Gosudarstvo Novorossiya,59.282496782496786,RDIF,58.333333333333336
GALS-PROFSVIS,Zaliv Shipyard,64.56043956043956,Bank of Russia,64.56043956043956,Fedosia Oil Products Supply,62.99749633082966,Sberbank of Russia,61.965811965811966,Donbas People's Militia,61.2736900780379
"""Evrotek Service",ORIENTAL REVIEW,67.77777777777777,Donetsk Republic,63.05555555555556,Feodosia Enterprise of oil,62.78943278943279,Peace To Luhansk Region,61.598594642072904,People's Union,60.95238095238095
"""Lotte Rus",Mostotrest,70.0,'Mostotrest,70.0,"Mostotrest, P",69.17989417989419,Otkritie,66.01851851851852,TPE,62.96296296296296
"""ADK 4D",Azovsky likerovodochny zavod,60.317460317460316,Donetskaya Narodnaya Respublika,59.820788530465954,Bank Rossiya,58.333333333333336,Narodny Soyuz,57.6923076923077,Bank of Russia,57.14285714285715
Ip Shishwatova Evgeny Viktorovna,Peace To Luhansk Region,66.62614416475972,VAD Aktsionernoe Obshchestvo VAD,65.53030303030303,'Federativnoye Gosudarstvo Novorossiya,64.67717717717717,' 'Sparkling Wine Plant Novy Svet,64.25595238095238,Movement Novorossiya of Ignor Strelkov,64.10818713450293
Andrianov Vyacheslav Aleksandrovich,Donetskaya Narodnaya Respublika,68.02457757296466,Resort 'Nizhnyaya Oreanda,65.15873015873017,VAD Aktsionernoe Obshchestvo VAD,64.70367494824015,Research and Production Corporation UralVagonZavod,64.38095238095238,'Luganskaya Narodnaya Respublika' (LNR,64.09937888198758
"""FIRM INEKS",First Crimean Insurance,80.87117552334944,Free Donbas,65.95959595959596,IS Bank,65.71428571428571,Free Donbass,64.44444444444444,Mir Luganschine,61.111111111111114
"""NF",ROSNEFT AERO,72.22222222222223,Bank of Russia,71.42857142857143,Black Sea Bank of Development and Reconstruction,68.05555555555557,Black Sea Bank for Development and Reconstruction,68.02721088435374,International Union of Public Associations 'Great Don Army,67.83625730994153
"""Store Film","Mostotrest, P",64.44444444444444,Rostec,64.44444444444444,Sobol,63.33333333333333,Smert Battalion,62.698412698412696,State Enterprise 'Sevastopol Commercial Seaport,62.44766505636071
Savchenko Dmitry Gennadevich,VAD Aktsionernoe Obshchestvo VAD,67.50992063492063,The Great Don Army,65.63492063492063,Internet Research Agency,64.94708994708994,Russian Direct Investment Fund,64.7827903091061,'Federativnoye Gosudarstvo Novorossiya,64.55383955383955
"""Promgaz",Promsvyazbank,86.37362637362637,'Lenpromtransproyekt,65.91478696741855,UralVagonZavod,62.38095238095238,State Enterprise 'Magarach' of the National Institute of Wine,59.73903685768093,Stroygazmontazh-Most (SGM-MOST,57.69020251778873
"""BLE-GROUP",VEB.RF,62.03703703703704,NEW EASTERN OUTLK,61.655773420479306,The Great Don Army,61.111111111111114,Sberbank of Russia,61.111111111111114,Sberbank (Public Sberbank,59.457671957671955
Mineev Maxim Borisovich,Free Donbas,60.83662714097496,Donbas People's Militia,60.758082497212925,Free Donbass,58.816425120772955,VAD Aktsionernoe Obshchestvo VAD,58.60507246376812,IS Bank,57.72256728778468
"Ltd. ""Blyuzi Master",VTB,59.47712418300654,'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate,59.096673495268746,Almaz-Antey,58.74713521772345,Oplot Battalion,58.4640522875817,Industrialny Sberegatelny Bank,57.88335847159377
Negadaev,Integral,66.66666666666666,Black Sea Bank Development and Reconstruction,62.923280423280424,Black Sea Bank of Development and Reconstruction,62.59920634920634,Black Sea Bank for Development and Reconstruction,62.5,'Federativnoye Gosudarstvo Novorossiya,61.373873873873876
Russian Avtomotoklub,Russia Bank,86.18181818181819,Russian National Commercial Bank,83.5,'Interavtomatika,70.05050505050505,Z Interavtomatika (IA,67.77777777777777,Vostok Battalion,64.44444444444444
Gruzdeva Veronika Mikhailovna,Z Interavtomatika (IA,67.4814063556457,Resort 'Nizhnyaya Oreanda,66.68075276087447,UralVagonZavod,63.843627636731085,State enterprise 'Universal-Avia,62.26671610431344,Russian National Commercial Bank,62.1551724137931
GBUK G. Moscow MDT them. N.V. Gogol,USC,69.79166666666666,Mostotrest,59.19642857142856,'Mostotrest,59.19642857142856,"O ""VO TPE",59.02777777777778,Black Sea Bank of Development and Reconstruction,57.891414141414145
Zubanov Kirill Mikhailovich,Bank Otkritie Financial,70.02482555018787,Bank Rossiya,62.03703703703704,UralVagonZavod,60.98284431617764,Z Interautomatica,60.56644880174291,Prizrak Battalion 'Ghost' Battalion,59.72799894368522
Volkov A. M.,Sovkombank,62.22222222222222,Oplot Battalion,61.11111111111111,Svobodny Donbass,60.416666666666664,Vostok Battalion,60.27777777777777,'VO TPE,60.0
"""OMP-Engineering",ORIENTAL REVIEW,65.92592592592594,State Enterprise 'Magarach' of the National Institute of Wine,60.449287059456545,TPE,60.0,'Chernomorneftegaz,59.869281045751634,Movement Novorossiya of Ignor Strelkov,59.415204678362564
Ltd. Garant Creation,Stroygazmontazh Corporation (SGM Group,67.4845898530109,Z Interautomatica,66.24593157100897,Death Battalion,64.95481127060074,The Great Don Army,64.82980956665166,'Federal State of Novorossiya,64.17293233082707
Serov Alexander Nikolaevich,Sberbank,65.74074074074075,VAD Aktsionernoe Obshchestvo VAD,65.26124338624338,Feodosia Enterprise of oil,64.35115356683984,IS Bank,63.31569664902999,Black Sea Bank Development and Reconstruction,63.153759820426494
"""KESA",Sberbank of Russia,65.74074074074075,Sberbank (Public Sberbank,63.88888888888889,Donetskaya Narodnaya Respublika,62.634408602150536,VAD Aktsionernoe Obshchestvo VAD,62.5,Resort 'Nizhnyaya Oreanda,62.5
"""M2-MEDIA","""United Aircraft",58.611111111111114,United Aircraft,58.611111111111114,"Movement ""Novorossiya"" of Igor Strelkov",58.18318318318318,Movement Novorossiya of Ignor Strelkov,58.04093567251463,Z Interavtomatika (IA,55.833333333333336
"""Vaterink",'Interavtomatika,76.11111111111111,Z Interavtomatika (IA,71.66666666666667,VTB Bank,66.66666666666666,Sberbank,66.66666666666666,TPE,63.888888888888886
"""AAA Favorit Motors",Zarya Battalion,64.07407407407408,'Federal State of Novorossiya,64.02116402116401,Stroygazmontazh Corporation (SGM Group,61.291291291291294,VAD Aktsionernoe Obshchestvo VAD,60.692663817663814,Cossack National Guard,60.336700336700346
"""Favorithof on Warsaw",'Federal State of Novorossiya,65.07936507936508,Feodosia Enterprise of oil,62.71062271062271,"""VO Technopromexport",60.877192982456144,'Federativnoye Gosudarstvo Novorossiya,60.735735735735744,VAD Aktsionernoe Obshchestvo VAD,60.62500000000001
"""Glasstrejd",Rostec,60.0,Gas Industry Insurance Company SOGAZ,59.07407407407407,Bulwark,57.61904761904763,Integral,57.50000000000001,Separate Artillery Brigade of the 1st Army Corps,57.22222222222223
"ANO ""Center for judicial",Russian National Commercial Bank,66.62614416475972,State Concern 'National Association of producers 'Massandra,65.96167625915909,Bank of Russia,64.96894409937889,ROSNEFT AERO,64.67940272288098,Feodosia Enterprise of oil,64.53455964325529
"""COLLTREKING",Otkritie,62.651515151515156,TPE,61.61616161616161,"So-called ""Luhansk Guard",60.83662714097496,"So-called ""Lugansk Guard",60.83662714097496,Donetsk Republic,59.60497835497836
"""INVESTGRUPP",Integral,76.76767676767678,NEW EASTERN OUTLK,63.27985739750446,VTB,61.61616161616161,Donetsk Republic,59.60497835497836,' 'Sparkling Wine Plant Novy Svet,59.49494949494949
"""AI-ES-EM Systems",'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate,63.15713101160863,Gas Industry Insurance Company SOGAZ,62.19729344729345,Army of the Southeast,61.58910533910533,Army of the South-East,60.79545454545454,State Enterprise 'Sevastopol Commercial Seaport,60.74016563146998
"""ILIUM",Russian National Commercial Bank,65.20833333333333,'Institute Giprostroymost - Saint-Petersburg,63.252032520325194,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",61.48809523809524,"Federal State Budgetary Enterprise 'Sanatorium ""Nizhnyaya Oreanda""' of the Administration of the President of the Russian Federation",61.302083333333336,Federal State Budgetary Enterprise 'Production-Agrarian Union 'Massandra' of the Administration of the President of the Russian Federation,61.23456790123457
"Ovan DPO ""Scajag",Cossack National Guard,62.323232323232325,Sberbank of Russia,61.851851851851855,"O ""VO TPE",60.55555555555555,Peace To Luhansk Region,60.04830917874396,GEOPOLITICA,59.59595959595959
Sulima Evgeny Vladimirovna,'Federativnoye Gosudarstvo Novorossiya,64.88961488961489,Russian National Commercial Bank,61.69450067476383,State enterprise 'Universal-Avia,61.6430691383253,Industrialny Sberegatelny Bank,61.59544159544159,Zaliv Shipyard,61.50516150516151
"""Beak",Sberbank of Russia,74.07407407407408,Sberbank (Public Sberbank,72.22222222222223,Sberbank,70.83333333333334,Bank Rossiya,66.66666666666666,Bank of Russia,65.47619047619048
"""AVTUYUS URAL",Kalmius Battalion,61.76470588235294,USC,61.11111111111111,VTB,61.11111111111111,Integral,61.11111111111111,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym 'Zavod shampanskykh vin 'Novy Svet,60.0
"""Intellectual Property Services",Internet Research Agency,82.18421052631578,State enterprise 'Universal-Avia,70.57659342371826,Crimean Republican Enterprise Azov Distillery Plant,66.16557734204792,Integral,65.51587301587301,State Unitary Enterprise of the 'Republic of Crimea' 'UNIVERSAL-AVIA,64.8338081671415
Gray Mark Evgenievich,VAD Aktsionernoe Obshchestvo VAD,61.65674603174603,' 'Sparkling Wine Plant Novy Svet,59.20634920634921,'Federativnoye Gosudarstvo Novorossiya,58.56123981123981,25 January Committee,58.492063492063494,Luganskiy Ekonomicheskiy Soyuz,58.15628815628816
"""Treviso",TPE,65.07936507936508,'Interavtomatika,64.12698412698413,"Movement ""Novorossiya"" of Igor Strelkov",63.44916344916345,Movement Novorossiya of Ignor Strelkov,63.28320802005013,State Enterprise 'Sevastopol Commercial Seaport,62.215320910973084
"""Spectr",Rostec,69.44444444444443,TPE,66.66666666666666,USC,66.66666666666666,"""VO Technopromexport",63.21637426900585,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",62.89682539682539
"""TEKHNORESURS",'Federativnoye Gosudarstvo Novorossiya,63.453453453453456,Free Donbass,62.698412698412696,Donetsk Republic,62.268518518518526,ZELENODOLSK SHYARD,62.03703703703704,Aktsionernoe Obshchestvo Genbank,61.52777777777778
"""sphere car body",The Great Don Army,69.05723905723904,Sberbank of Russia,62.59259259259259,People's Union,60.95238095238095,ROSNEFT AERO,60.83333333333333,Free Donbas,60.577200577200585
"""UK"" Condos",So-called 'Lugansk People's Republic,64.12698412698413,UAC,62.96296296296296,USC,62.96296296296296,Luhansk Economic Union,62.58417508417509,Prizrak Battalion 'Ghost' Brigade,62.00716845878136
"""TSBR-SERVIS",Sberbank of Russia,64.05723905723906,Industrialny Sberegatelny Bank,63.1986531986532,TPE,61.61616161616161,VTB,61.61616161616161,Russian Direct Investment Fund,61.41414141414141
Fedosova Lyudmila Sergeevna,'Federativnoye Gosudarstvo Novorossiya,79.59843901872887,'Federal State of Novorossiya,65.87301587301587,"So-called ""Luhansk Guard",65.23317861766284,Fedosia Oil Products Supply,64.50617283950618,Industrialny Sberegatelny Bank,63.86614684860299
"""Standard",Donetskaya Narodnaya Respublika,66.93548387096774,State Unitary Enterprise of the 'Republic of Crimea' 'UNIVERSAL-AVIA,61.410256410256416,ROSNEFT AERO,61.38888888888889,'Federativnoye Gosudarstvo Novorossiya,61.373873873873876,State Unitary Enterprise of the Crimean Republic 'Crimean Sea Ports,61.36363636363637
"ANO CSE ""GARANT",Concern Almaz-Antey,71.84628237259815,"So-called ""Lugansk Guard",69.4052324487107,Cossack National Guard,68.5980685980686,Internet Research Agency,67.46031746031746,"So-called ""Luhansk Guard",66.37492941840767
Dyakonov Georgy.,Aktsionernoe Obshchestvo Genbank,63.17550505050505,Battalion Gvardeysky,60.92592592592593,Svobodny Donbass,59.44444444444444,Narodny Soyuz,59.123931623931625,Dobrolet,58.88888888888889
"""Cardinal Studio",Kalmius Battalion,65.16339869281046,RDIF,65.0,Zarya Battalion,64.72222222222223,Cossack National Guard,64.29292929292929,Fedosia Oil Products Supply,63.703703703703695
"""Motorsport Promothen","O ""VO Technopromexport",68.80952380952382,"Mostotrest, P",67.77777777777777,"""VO Technopromexport",67.5506072874494,Mostotrest; 'Mostotrest,66.98412698412697,Stroygazmontazh Corporation (SGM Group,66.58658658658659
GDPR_ODETA.,Dobrolet,64.16666666666667,The Great Don Army,62.31481481481481,'VO TPE,60.55555555555555,Free Donbas,60.4040404040404,'Federativnoye Gosudarstvo Novorossiya,60.33033033033033
"""RUVAL",UralVagonZavod,65.23809523809524,Russian National Commercial Bank,64.16666666666667,Russia Bank,62.424242424242415,Promsvyazbank,61.02564102564102,Mir Luganschine,60.55555555555555
"""ATK-GRUPP",Bank of Russia,63.75661375661375,Donetsk Republic,62.5,Battalion Gvardeysky,60.18518518518518,Bank Rossiya,59.25925925925925,558 ARP,58.730158730158735
"""EVILINE",Otkritie,60.11904761904761,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",59.226190476190474,Federal State Budget Institution for Science and Research 'All-Russia National Scientific Research Institute for Wine Growing and Wine Making 'MAGARACH' Russian Academy of Sciences,57.479149852031206,Luganskiy Ekonomicheskiy Soyuz,57.46031746031747,Feodosia Enterprise of oil,56.8864468864469
"""Pure Service",ORIENTAL REVIEW,69.16666666666667,Sberbank (Public Sberbank,63.42592592592592,Donetsk Republic,62.59920634920636,ROSNEFT AERO,61.111111111111114,TPE,61.11111111111111
"""ANCOR INDUSTRIAL SOLUTIONS",Industrial Savings Bank,73.0,Russian National Commercial Bank,69.43299755799757,Prizrak Battalion 'Ghost' Battalion,68.11229705966548,Russian Direct Investment Fund,67.86324786324785,"""United Aircraft",66.06837606837607
"""Kholibri",Somali Battalion,64.58333333333334,Kalmius Battalion,63.97058823529412,GEOPOLITICA,62.121212121212125,Otkritie,61.66666666666667,Bank of Russia,59.404761904761905
Syes,"Mostotrest, P",66.66666666666666,Army of the Southeast,63.095238095238095,Mostotrest; 'Mostotrest,63.095238095238095,Army of the South-East,62.878787878787875,Industrialny Sberegatelny Bank,62.77777777777778
"""Elevole Engineer",People's Union,64.88095238095238,ORIENTAL REVIEW,60.972222222222214,Peace To Luhansk Region,60.07081686429512,Black Sea Bank for Development and Reconstruction,59.003793825222395,Federal State Budget Institution for Science and Research 'All-Russia National Scientific Research Institute for Wine Growing and Wine Making 'MAGARACH' Russian Academy of Sciences,58.51930320150659
"""Autobomsk",Sobol,64.44444444444444,VTB,62.96296296296296,SOVCOMBANK,61.851851851851855,Sovkombank,61.851851851851855,Peace To Luhansk Region,58.69565217391304
"""Axiom Project",Dobrolet,66.98717948717949,'VO TPE,65.8119658119658,"""VO Technopromexport",61.088618983355815,"O ""VO TPE",60.32051282051282,"Mostotrest, P",59.401709401709404
"""SK Design Retail",Industrial Savings Bank,66.43673355629876,VAD Aktsionernoe Obshchestvo VAD,66.26602564102564,Feodosia Enterprise of oil,66.16300366300366,State enterprise 'Universal-Avia,64.13875103391233,Bank Rossiya,63.888888888888886
"""SK DESIGN LOGISTIKS",Industrial Savings Bank,68.66078239075951,Donbass People's Militia,61.37539361223572,Luganskiy Ekonomicheskiy Soyuz,59.16457811194653,Feodosia Enterprise of oil,58.659469185784964,Fedosia Oil Products Supply,58.0896686159844
chernobon Konstantin Vladimirovich,Bank Otkritie Financial,68.59335038363172,Aktsionernoe Obshchestvo Genbank,66.58496732026144,VAD Aktsionernoe Obshchestvo VAD,65.3479326513214,Vostok Battalion,64.32072829131653,Z Interavtomatika (IA,63.18627450980392
AVTO-TRADE SUG,'VO TPE,66.34920634920634,Battalion Gvardeysky,65.73593073593074,'Federativnoye Gosudarstvo Novorossiya,62.612612612612615,The Great Don Army,62.32804232804233,Mostotrest,62.06349206349206
Neverova Tatyana Alekseevna,Donetskaya Narodnaya Respublika,66.19673436877738,Internet Research Agency,66.16739288307917,NEW EASTERN OUTLK,66.16350243801223,Almaz-Antey Defense,65.65487793557968,Concern Almaz-Antey,64.83430799220274
"""Sanatorium Rodina",Somali Battalion,67.97385620915034,Kalmius Battalion,66.50326797385621,Industrial Savings Bank,65.92071611253198,Cossack National Guard,65.32976827094474,'Interavtomatika,65.16339869281046
"""South-New Century",NEW EASTERN OUTLK,69.281045751634,The Great Don Army,64.79302832244008,Rostec,64.2483660130719,"So-called ""Luhansk Guard",61.753080678911886,Cossack National Guard,61.426024955436716
"""Design Bureau Aksiom",Sberbank of Russia,68.3068783068783,Russia Bank,66.96969696969698,Genbank,66.34920634920634,Donbas People's Militia,65.05175983436854,Z Interavtomatika (IA,65.0
"""Ji Kom",Luganskiy Ekonomicheskiy Soyuz,60.0,Russian National Commercial Bank,59.72222222222222,'Institute Giprostroymost - Saint-Petersburg,58.80758807588076,'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate,56.932006633499164,'Interavtomatika,56.666666666666664
"""STREAM INZHINIRING",First Crimean Insurance,67.64435242696112,"""United Shipbuilding",65.49707602339181,United Shipbuilding,65.49707602339181,Resort 'Nizhnyaya Oreanda,65.2065527065527,Mir Luganschine,62.59259259259259
"""Remedtal",Free Donbas,69.31818181818183,Free Donbass,68.05555555555557,Smert Battalion,66.11111111111111,ORIENTAL REVIEW,65.27777777777779,ROSNEFT AERO,61.11111111111111
"""Ay-Teko",Army of the Southeast,65.87301587301587,Army of the South-East,65.44011544011545,'VO TPE,64.28571428571429,Zarya Battalion,61.269841269841265,"O ""VO TPE",60.71428571428571
"""Maria Home",Mir Luganschine,67.46031746031746,Tactical Missiles,65.09803921568627,25 January Committee,63.57142857142857,'Interavtomatika,62.698412698412696,Smert Battalion,61.111111111111114
"""Automaster",Mostotrest,70.47619047619048,'Mostotrest,70.47619047619048,"Mostotrest, P",66.58730158730158,Z Interautomatica,66.16557734204792,Almaz-Antey,65.15151515151516
Ivanov Alexander Sergeevich,Internet Research Agency,65.74074074074073,Almaz-Antey Defense,63.27392555462731,Black Sea Bank Development and Reconstruction,62.116402116402114,Black Sea Bank of Development and Reconstruction,61.14417989417989,ORIENTAL REVIEW,60.92592592592593
"""Sapphire",Zaliv Shipyard,61.50793650793651,' 'Sparkling Wine Plant Novy Svet,60.75396825396826,"State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec",60.71428571428571,Research and Production Corporation UralVagonZavod,59.5,State Unitary Enterprise of the 'Republic of Crimea' 'UNIVERSAL-AVIA,58.269230769230774
"""Center for Legal Support",ROSNEFT AERO,67.04545454545455,NEW EASTERN OUTLK,65.94304388422036,Peace To Luhansk Region,65.8958510940608,Free Donbas,65.6986531986532,So-called 'Lugansk People's Republic,65.53675856307434
Ananiev Ruslan Vladilevich,Industrial Savings Bank,64.53455964325529,Crimean Republican Enterprise Azov Distillery Plant,63.796334384569676,First Crimean Insurance,62.45122630992196,Russian National Commercial Bank,61.69450067476383,State enterprise 'Universal-Avia,60.95028030511902
"""Crocus International",ROSNEFT AERO,71.11111111111113,"""United Aircraft",68.5042735042735,United Aircraft,68.5042735042735,Russian National Commercial Bank,67.26851851851853,Research and Production Corporation UralVagonZavod,66.66666666666666
"""Softprom-Innovation",Movement Novorossiya of Ignor Strelkov,64.34468524251807,Aktsionernoe Obshchestvo Genbank,64.16301169590643,Somali Battalion,63.42703349282296,"Movement ""Novorossiya"" of Igor Strelkov",63.31792318634424,"Mostotrest, P",63.01169590643275
"""VIRITEKHNOLOGY","""VO Technopromexport",62.249373433583955,"""United Shipbuilding",62.249373433583955,United Shipbuilding,62.249373433583955,TPE,60.317460317460316,VTB,60.317460317460316
"""Prana",Sberbank,65.83333333333333,' 'Sparkling Wine Plant Novy Svet,65.55555555555556,Prizrak Battalion 'Ghost' Brigade,65.3763440860215,Prizrak Battalion 'Ghost' Battalion,65.05050505050505,Stroygazmontazh-Most (SGM-MOST,64.59770114942529
"""Berin Iglesias Holding","""United Shipbuilding",68.145012881855,United Shipbuilding,68.145012881855,Free Donbass,66.26262626262626,Free Donbas,63.131313131313135,Donbas People's Militia,62.9305477131564
"""Deos Group",Narodny Soyuz,69.85347985347985,People's Union,68.57142857142856,Donetsk Republic,68.33333333333333,ROSNEFT AERO,64.44444444444444,Dobrolet,63.33333333333333
